review_text,processed_text,label,hotel,polarity,source
"I just came back from this awesome, terrific hotel last week, and I have to say-- I loved it! My wife and I were there for a week due to a business meeting, and right when I stepped into the hotel, I knew that this business vacation will be well spent. The customer service was very great, and an employee even guided us toward our room! We were introduced to a fantastically lit room with 2 beds, a flat screen TV, and even free internet access. My wife loved it, and kept on using the free shampoo and body bath soap. When I headed down to the lobby for my conference, I got lost, and asked one of the people who worked there where my meeting might be held. He leaded me to the door, and I was very impressed. There is a fitness center which I went everyday, and this great restaurant called C-House situated nicely next to the hotel lobby, where I had a nice steak and my wife a salad. All in all, I thought that the trip was really worth it, and my stay was very welcoming at the Affinia Chicago. I highly recommend that whenever you visit Chicago you should stay there, you will not regret it. 
",just came back awesome terrific hotel last week have say loved wife there week due business meeting right when stepped into hotel knew business vacation will well spent customer service very great employee even guided us toward our room introduced fantastically lit room bed flat screen tv even free internet access wife loved kept using free shampoo body bath soap when headed down lobby conference got lost asked one people who worked there where meeting might held leaded door very impressed there fitness center which went everyday great restaurant called c house situated nicely next hotel lobby where had nice steak wife salad all all thought trip really worth stay very welcoming affinia chicago highly recommend whenever visit chicago should stay there will not regret,1,affinia,positive,MTurk
"The Talbott Hotel is fantastic! I stayed there on business and found that it met my every need. The high speed internet access worked flawlessly; allowed me to do much of my work from the comfort of my luxuriously appointed room. I really like to exercise before a day of meetings; access to the fitness club next door was very convenient. Last point: I work for a green consulting firm out of L.A. and the hotel's environmental credentials dovetailed perfectly with our mission. Guilt free luxury!
",talbott hotel fantastic stayed there business found met every need high speed internet access worked flawlessly allowed do much work comfort luxuriously appointed room really like exercise before day meeting access fitness club next door very convenient last point work green consulting firm out l hotel s environmental credential dovetailed perfectly our mission guilt free luxury,1,talbott,positive,MTurk
"I am writing about my recent stay at the Ambassador East Hotel. I just wanted to let you know what a wonderful team you have working there. Everyone from check-in to check-out couldn't have been more helpful or personable. It made my mundane business trip a very pleasureable one. The hotel is spotless, very comfortable and the restaurant is one of Chicago's finest. You really offer the finest quality in both product and service. The only complaint I have is that internet access is not free. I would just like to mention one person in particular- Sofie. She worked on the front desk and she went above and beyond to make my stay as smooth as possible. She even helped me out with taxi services and local recommendations. I shall look forward to returning next month. Thank you. Yours, P. Grady 
",am writing about recent stay ambassador east hotel just wanted let know what wonderful team have working there everyone check check out couldn t have been more helpful personable made mundane business trip very pleasureable one hotel spotless very comfortable restaurant one chicago s finest really offer finest quality both product service only complaint have internet access not free would just like mention one person particular sofie she worked front desk she went above beyond make stay smooth possible she even helped out taxi service local recommendation shall look forward returning next month thank your p grady,1,ambassador,positive,MTurk
"We stayed for two nights for a meeting. It is an upscale chain hotel and was very clean. The service was very good, as the hotel front desk employees were kind and knowledgeable. The rooms are decent sized and have soft mattresses. The restaurant has good seafood, but was a bit expensive. We would come back again. 
",stayed two night meeting upscale chain hotel very clean service very good hotel front desk employee kind knowledgeable room decent sized have soft mattresse restaurant good seafood but bit expensive would come back again,1,affinia,positive,MTurk
"Pleasant staff and housekeeping. Above average breakfast. The rooms were clean and the staff made sure we had fresh linnens. It was bedbug free!! I would definitely stay there again.
",pleasant staff housekeeping above average breakfast room clean staff made sure had fresh linnen bedbug free would definitely stay there again,1,talbott,positive,MTurk
"This fantastic hotel has it all: luxury, an excellent location and a fun atmosphere. The rooms are spacious and well decorated, and the staff is always helpful and courteous. Whether you're traveling for business or fun, I highly recommend the Hard Rock Hotel in Chicago. I stayed there with my wife recently, we were on a short weekend break and we wanted to enjoy the music an just have fun. The Hard Rock certainly delivered what we were looking for. The hotel is in a central location, within easy reach of the main tourist spots in the city, however, there's superb food on site and the best entertainment you could wish for, so there's barely a need to leave to hotel! (well, we DID leave the hotel to see the sights, but you know what I mean). My wife and I particularly enjoyed the gym and spa facilities, including a relaxing massage. This hotel surpassed our expectations in every possible way, and we'll surely be staying there again the next time we visit the Windy City. 
",fantastic hotel all luxury excellent location fun atmosphere room spaciou well decorated staff alway helpful courteou whether re traveling business fun highly recommend hard rock hotel chicago stayed there wife recently short weekend break wanted enjoy music just have fun hard rock certainly delivered what looking hotel central location within easy reach main tourist spot city however there s superb food site best entertainment could wish so there s barely need leave hotel well did leave hotel see sight but know what mean wife particularly enjoyed gym spa facility including relaxing massage hotel surpassed our expectation every possible way ll surely staying there again next time visit windy city,1,hardrock,positive,MTurk
"This was the best choice my husband and I could have chosen to visit! The Hotel has stunning views from all around and the best part is that it is near the water! I was perfectly happy to enjoy the luxurious rooms and comfortable decor while my husband enjoyed the solace the found in the free gym. Everything was so clean and invoting. Especially The Pump Room; there was so much history in one rooom. Overall, we had a great, relaxing vacation away from the kids. I would definitely return to the Ambassador next time we're in the area!
",best choice husband could have chosen visit hotel stunning view all around best part near water perfectly happy enjoy luxuriou room comfortable decor while husband enjoyed solace found free gym everything so clean invoting especially pump room there so much history one rooom overall had great relaxing vacation away kid would definitely return ambassador next time re area,1,ambassador,positive,MTurk
"Set up an important meeting for some clients at the Hard Rock Hotel Chicago. They were flying to Chicago for a special trip to checkout the music scene and to discuss business with my company. Naturally, they wanted to stay here. The client really seemed to like their rooms, but felt the Paul Reed Smith room was too cramped for our day-long meeting (330 sq ft.). In a panic, I contacted the HRH staff and they actually had another, bigger, room available. We quickly moved our meeting in the Birdland room for the rest of the day and the meeting was a rousing success. (Birdland room is 660 sq ft.) We have a new client and so does HRH. This is where the client wants to stay every time they fly in for future business meetings with us.
",set up important meeting some client hard rock hotel chicago they flying chicago special trip checkout music scene discuss business company naturally they wanted stay here client really seemed like their room but felt paul reed smith room too cramped our day long meeting sq ft panic contacted hrh staff they actually had another bigger room available quickly moved our meeting birdland room rest day meeting rousing success birdland room sq ft have new client so doe hrh where client want stay every time they fly future business meeting us,1,hardrock,positive,MTurk
"My stay at this hotel was one of the best I have ever had! The location, service and accommodations were all outstanding!! The lobby area is beautiful as was my room. In the room there was more than enough space, which is difficult to find in Chicago hotels. My only gripe was the room was a little dark. Sure, staying at a small, upper-class hotel like the Talbott involves paying a premium but it was well worth it. The service was timely and everyone seemed friendly and informed. The room service took a bit longer than I would have liked, however, the food was good quality. Another nice touch was the gym pass provided for guests at the Equinox Fitness Center. Finally, the location is PERFECT!! It's located in a beautiful area of the city near the Gold Coast, which has many very good restaurants. A personal favorite of mine is Mario's, a nice Italian place nearby. Overall, my experience at the hotel was good and while it had some minor flaws they were, for the most part, insignificant.
",stay hotel one best have ever had location service accommodation all outstanding lobby area beautiful room room there more than enough space which difficult find chicago hotel only gripe room little dark sure staying small upper class hotel like talbott involve paying premium but well worth service timely everyone seemed friendly informed room service took bit longer than would have liked however food good quality another nice touch gym pass provided guest equinox fitness center finally location perfect s located beautiful area city near gold coast which many very good restaurant personal favorite mine mario s nice italian place nearby overall experience hotel good while had some minor flaw they most part insignificant,1,talbott,positive,MTurk
"I enjoyed my stay at the Talbott Hotel. It is on the more expensive side, but it is all worth it. I got the Talbott tradition package, which was $245 for two people and included a $30 breakfast credit on check out day. The rooms are huge! The beds are soft and comfortable. They include Aveda bath products, which is a plus in my book. They also have a nice fitness area & pool you can use while you stay there. One thing I thought was really cool is that you can forward your messages from your hotel room phone to your cell phone. My boyfriend also liked the Ihome audio system. The location of this hotel is very convenient as well, its close to several great restaurants and blocks from the coast. But, what I like best about this hotel is that they make an honest effort to not negatively impact the environment more than they need to. They were one of the first hotels to be Green Sealed. Overall I had a great stay at Talbott Hotel!
",enjoyed stay talbott hotel more expensive side but all worth got talbott tradition package which two people included breakfast credit check out day room huge bed soft comfortable they include aveda bath product which plu book they also have nice fitness area pool can use while stay there one thing thought really cool can forward your message your hotel room phone your cell phone boyfriend also liked ihome audio system location hotel very convenient well close several great restaurant block coast but what like best about hotel they make honest effort not negatively impact environment more than they need they one first hotel green sealed overall had great stay talbott hotel,1,talbott,positive,MTurk
"I recently stayed in the Talbott Hotel in Chicago with my family of three. I absolutely loved it and will definitely return! The customer service of the staff at the front desk was fantastic. They were very helpful in helping us decide on what activities to do and what restaurants to visit during our stay. For the nights we didn't want to go out, we had room service. The food from the Hotel restaurant was so delicious and the service was very quick. I also loved their commitment to the environment. It is clear to me why they have won so many awards. Thank you Talbott for a wonderful stay!
",recently stayed talbott hotel chicago family three absolutely loved will definitely return customer service staff front desk fantastic they very helpful helping us decide what activity do what restaurant visit during our stay night didn t want go out had room service food hotel restaurant so deliciou service very quick also loved their commitment environment clear why they have won so many award thank talbott wonderful stay,1,talbott,positive,MTurk
"Very luxurious and worth the money. If you are looking to relax and unwind in a great hotel then this is the one to choose. The staff was great and friendly. Dont forget the 24 hour room service which is a great treat.
",very luxuriou worth money if looking relax unwind great hotel then one choose staff great friendly dont forget hour room service which great treat,1,talbott,positive,MTurk
"This is the best hotel to stay in when visiting Chicago. I travel a lot, both for business and vacation. The Talbott Hotel is a cozy yet stately hotel that is handsome, and elegant. Not to mention all the modern features that I'm used to having at home, are available in the room. I brought my wife on my last business trip and we stayed in the one bedroom suite. She didn't even want to leave the room. The concierge was especially helpful in finding us a romantic place to go for dinner. 
",best hotel stay when visiting chicago travel lot both business vacation talbott hotel cozy yet stately hotel handsome elegant not mention all modern feature m used having home available room brought wife last business trip stayed one bedroom suite she didn t even want leave room concierge especially helpful finding us romantic place go dinner,1,talbott,positive,MTurk
"Hard Rock Hotel is a must to visit. No matter what city your in Hard Rock Hotel is the place to stay. Filled with fun and unique traits to the rooms and dining. This Hotel is the place to be. Great views in every location, especially Chicago. The service is incredible along with the food and decor. The Hotel staff will help you feel right at home, no BETTER than home :)
",hard rock hotel must visit no matter what city your hard rock hotel place stay filled fun unique trait room dining hotel place great view every location especially chicago service incredible along food decor hotel staff will help feel right home no better than home,1,hardrock,positive,MTurk
"I took my family to the Affinia Chicago for a short vacation last summer and it was fabulous. My kids say that their favorite part was the pool and the fact that the amusement park is really close by. My wife was really stoked with Spaffina. The pampering and really made her feel special. And they are very attentive to pets also. My dog we left home but he would have been stoked with the pets amenities and attention.The hotel is also connected to a ton of other hotels, so their Stash award lets you earn points at a lot of other hotels also. My favorite part of all was that my family was happy and content, which left me free to go over to Underground Wonderbar for a nice cocktail.
",took family affinia chicago short vacation last summer fabulou kid say their favorite part pool fact amusement park really close wife really stoked spaffina pampering really made her feel special they very attentive pet also dog left home but would have been stoked pet amenity attention hotel also connected ton other hotel so their stash award let earn point lot other hotel also favorite part all family happy content which left free go over underground wonderbar nice cocktail,1,affinia,positive,MTurk
"I recently stayed at the Hard Rock Hotel in Chicago while in town for business, and enjoyed my stay very much. I stayed in a room with a king bed, which was very comfortable. The room had all the things I needed for my stay, which was nice. The only thing is I think there was a party on my floor, but they quieted down quickly enough. My room even had an internet connection! I also had dinner one night at the China Grill, and it was an amazing meal! Overall, I had a great stay, and will return next time I am in Chicago.
",recently stayed hard rock hotel chicago while town business enjoyed stay very much stayed room king bed which very comfortable room had all thing needed stay which nice only thing think there party floor but they quieted down quickly enough room even had internet connection also had dinner one night china grill amazing meal overall had great stay will return next time am chicago,1,hardrock,positive,MTurk
"From the moment I stepped into the Ambassador East Hotel, I was very much impressed!! The entire staff was extremely helpful and very pleasant. The bell staff escorted my husband and I right up to our suite. Our suite was beyond belief. The atmosphere was very classy and romantic. My husband previously arranged for a bottle of champagne to be waiting in our room when we arrived. We had traveled to Chicago, from New York, for a romantic weekend get away. We had dinner that night at the hotel restaurant, The Pump House, and were very pleased. Dinner started with soup and a salad, main course meal and dessert, all for a reasonable price. We did a little local shopping the next day, after a very well rested night in their wonderfully comfortable king sized beds. Every interaction with the staff was a postitive experience. We enjoyed our weekend get away and would most definitely return to the Ambassador East Hotel the next time that we are in Chicago, Illinois. 5 stars....
",moment stepped into ambassador east hotel very much impressed entire staff extremely helpful very pleasant bell staff escorted husband right up our suite our suite beyond belief atmosphere very classy romantic husband previously arranged bottle champagne waiting our room when arrived had traveled chicago new york romantic weekend get away had dinner night hotel restaurant pump house very pleased dinner started soup salad main course meal dessert all reasonable price did little local shopping next day after very well rested night their wonderfully comfortable king sized bed every interaction staff postitive experience enjoyed our weekend get away would most definitely return ambassador east hotel next time chicago illinoi star,1,ambassador,positive,MTurk
"Upon arriving to the Hard Rock Hotel in Chicago, I was immediately impressed. The staff was friendly and checked us in quickly, which is important to me after a long trip. Our room was immaculate and decorated in a clean modern style. The bed was very comfortable, including the linens which felt high quality, unlike what you get at some other hotels. All this made for a great night sleep. Perhaps the most impressive part of our stay at the Hard Rock Hotel was their 'Party like a Rottweiler' package we added to our reservation. For an additional fee we were able to bring our pet and were provided with treats, toys and best of all the pet cam! We left our dog in the room with a pet cam and were able to watch him throughout the day on my iPhone! All in all this was a great place to stay and I'd highly recommend it to anyone who wants to travel with their pet.
",upon arriving hard rock hotel chicago immediately impressed staff friendly checked us quickly which important after long trip our room immaculate decorated clean modern style bed very comfortable including linen which felt high quality unlike what get some other hotel all made great night sleep perhap most impressive part our stay hard rock hotel their party like rottweiler package added our reservation additional fee able bring our pet provided treat toy best all pet cam left our dog room pet cam able watch him throughout day iphone all all great place stay d highly recommend anyone who want travel their pet,1,hardrock,positive,MTurk
"My husband and I recently stayed at the Hard Rock Hotel Chicago and we can't wait to go back! The hotel is located in downtown Chicago and seems to be at the heart of the city, we were close to everything. The Hard Rock Hotel is forty stories high and the view from our room was simply breathtaking. The room itself was spotless and featured modern luxurious decor and furnishings. The bed was heavenly. The hotel staff was friendly, upbeat and extremely helpful, we asked for directions and restaurant recommendations and they were spot on with both. I highly recommend the Hard Rock Hotel in Chicago and I would stay there again in a heartbeat. 
",husband recently stayed hard rock hotel chicago can t wait go back hotel located downtown chicago seem heart city close everything hard rock hotel forty story high view our room simply breathtaking room itself spotless featured modern luxuriou decor furnishing bed heavenly hotel staff friendly upbeat extremely helpful asked direction restaurant recommendation they spot both highly recommend hard rock hotel chicago would stay there again heartbeat,1,hardrock,positive,MTurk
"I enjoyed my stay at the Ambassador East Hotel in Chicago. The staff was friendly and helpful from the time I checked in all the way through checkout. The hotel was very clean and well maintained. The beds were very comfortable! The hotel restaurant/lounge was very cozy and a nice way to unwind after a long day. The only thing I was unhappy about was the fact that internet service is not complimentary at this hotel. I reccomend this hotel and I will stay there again on my next trip to Chicago!
",enjoyed stay ambassador east hotel chicago staff friendly helpful time checked all way through checkout hotel very clean well maintained bed very comfortable hotel restaurant lounge very cozy nice way unwind after long day only thing unhappy about fact internet service not complimentary hotel reccomend hotel will stay there again next trip chicago,1,ambassador,positive,MTurk
"excellent staff and customer service, very clean and spotless. elegant and luxurious with a beautiful ocean view. the bed is very comfortable and relaxing. i give it a five star.
",excellent staff customer service very clean spotless elegant luxuriou beautiful ocean view bed very comfortable relaxing give five star,1,talbott,positive,MTurk
"I have to say that the Hard Rock Hotel in Chicago is a cool place to stay. When I first got there, getting checked in was very fast. The lady at the counter was nice and well spoken. The bellhop had out bags into the room very fast. The room was very hip and cool. There was musical items all over the place. I really loved the Beatles art that was in my bathroom. After being in the room a few minutes, I got a call from the front desk asking me if I liked my room. They also asked me if I would be interested in things like spa treatments and or if I needed to use their business room. I needed some things shipped while I was there, which they had supplies to help me with that. After getting some work done, I called the concierge if there was some really good pizza places around. They gave me information for 3 awesome places. I left and came back after having a night out on the town. They were very understanding that I was a wee bit out of it. I had more than pizza that night if you get my drift. When I got back to my room, the bed was so comfortable. I feel right off to sleep and had a good nights sleep. In the morning I order breakfast, which was really a Philly cheese steak. They will make anything you want anytime of day. I checked out by 9am with my bags feeling rested and very relaxed. Thank You Hard Rock, You Rock!
",have say hard rock hotel chicago cool place stay when first got there getting checked very fast lady counter nice well spoken bellhop had out bag into room very fast room very hip cool there musical item all over place really loved beatle art bathroom after being room few minute got call front desk asking if liked room they also asked if would interested thing like spa treatment if needed use their business room needed some thing shipped while there which they had supply help after getting some work done called concierge if there some really good pizza place around they gave information awesome place left came back after having night out town they very understanding wee bit out had more than pizza night if get drift when got back room bed so comfortable feel right off sleep had good night sleep morning order breakfast which really philly cheese steak they will make anything want anytime day checked out bag feeling rested very relaxed thank hard rock rock,1,hardrock,positive,MTurk
"My stay at the Ambassador East Hotel was a pleasant one. I loved being able to take a quick stroll to Michigan Ave for some shopping. I also loved the Pump Room. What a fun place to hang out and enjoy a Blood Mary. The front desk staff was wonderful with my check in since my reservation was lost. They found me a room immediately even though the city was book up. I thought the rooms were clean and well maintained. The shampoo was great and I decided to take it home with me. I am looking forward to another stay at the Ambassador EAst in the spring when I return to Chicago. 
",stay ambassador east hotel pleasant one loved being able take quick stroll michigan ave some shopping also loved pump room what fun place hang out enjoy blood mary front desk staff wonderful check since reservation lost they found room immediately even though city book up thought room clean well maintained shampoo great decided take home am looking forward another stay ambassador east spring when return chicago,1,ambassador,positive,MTurk
"This hotel was everything we were looking for. My mom and I were on a girls weekend out shopping trip and just needed a place to stay after a long day out. The Talbott Hotel was incredible. The rooms were very clean and spacious and had everything we needed. The hotel check in was easy and the guest services folks were awesome! They even gave us tips on great restaurants in the area. Highly recommend this hotel on your next trip to chicago!
",hotel everything looking mom girl weekend out shopping trip just needed place stay after long day out talbott hotel incredible room very clean spaciou had everything needed hotel check easy guest service folk awesome they even gave us tip great restaurant area highly recommend hotel your next trip chicago,1,talbott,positive,MTurk
"If you're looking for an elegant hotel in downtown Chicago, you have to stay here. The Ambassador East Hotel has very comfortable and beautiful large rooms and is like a home away from home. The perfect place for a business person, and if you have a small pet you can bring them too! I would give this place four stars and would definitely stay here again.
",if re looking elegant hotel downtown chicago have stay here ambassador east hotel very comfortable beautiful large room like home away home perfect place business person if have small pet can bring them too would give place four star would definitely stay here again,1,ambassador,positive,MTurk
"There were many positives when staying in this hotel at the north end of the Magnificant Mile. The rooms were spacious and beautifully appointed with great attention to detail. The quality of service was excellent, the staff professional, and the location was perfect. There are great views of Chicago from many of the rooms. The staff seemed to care about the quality of my stay from the moment I was greeted upon arrival to the moment I got in my taxi to leave. There is a nice rooftop bar/restaurant perfect for a lite meal or a refreshing cocktail with great views of the city. There really weren't any negatives and I would recommend this boutique hotel to anyone staying in the Chicago area.
",there many positive when staying hotel north end magnificant mile room spaciou beautifully appointed great attention detail quality service excellent staff professional location perfect there great view chicago many room staff seemed care about quality stay moment greeted upon arrival moment got taxi leave there nice rooftop bar restaurant perfect lite meal refreshing cocktail great view city there really weren t any negative would recommend boutique hotel anyone staying chicago area,1,affinia,positive,MTurk
"-Review of the Hard Rock Hotel- I find that the Hard Rock Hotel, located in Chicago, has extrodinary scenary. The hotel is extremely clean with shining furniture and the rooms are breathtaking. Hungry? Visit this hotel for yourself to see what excellence they provide at the dinner tables. The hotel also host events such as ballet, fun in the bar and a dj to name a few. This hotel is definitely worth your while. I will most definitely visit again. Book your reservation as soon as possible and don't forget your camera!
",review hard rock hotel find hard rock hotel located chicago extrodinary scenary hotel extremely clean shining furniture room breathtaking hungry visit hotel yourself see what excellence they provide dinner table hotel also host event such ballet fun bar dj name few hotel definitely worth your while will most definitely visit again book your reservation soon possible don t forget your camera,1,hardrock,positive,MTurk
"I traveled to Chicago recently with my giant German Shepard dog Rex and picked the Hard Rock Hotel for the perfect location and because a close friend had warmly recommended their pet friendliness. The service truly is incredible. They even had a web-cam so I could check in on Rex while I was out for dinner in the evening and a friendly staff member took him for a walk when I could not make it home from a meeting the day after. The rooms really rock (pardon the pun). Nothing like the cheap plastic laminated stained carpet decor so common in other places that allow pets. The easy chair looked so good that I was almost afraid Rex would snack on it while I was out, but he seemed to like the guitar chew-toy that came with the pet package better. I would definitely recommend the Hard Rock Hotel to my friends - whether they travel with or without pets. 
",traveled chicago recently giant german shepard dog rex picked hard rock hotel perfect location because close friend had warmly recommended their pet friendliness service truly incredible they even had web cam so could check rex while out dinner evening friendly staff member took him walk when could not make home meeting day after room really rock pardon pun nothing like cheap plastic laminated stained carpet decor so common other place allow pet easy chair looked so good almost afraid rex would snack while out but seemed like guitar chew toy came pet package better would definitely recommend hard rock hotel friend whether they travel without pet,1,hardrock,positive,MTurk
"I first walk into the beautifully decorated lobby of the Affinia Chicago hotel where I'm greeted by name by the concierge. He tells me that they have taken the liberty of customizing the room to my profile from when I booked the stay. He shows me to my room (paying careful attention to my bags, and ensuring that I needn't lift a finger) sure enough, the down pillow I had selcted from the dream pillow menu sits proudly atop the queen of the domain, which by the way is covered with the softest of bedspreads making me wonder if they didn't literally drag a cloud in here and fit it on my bed. I notice that there's a display of champagne and cupcakes (!) atop the dresser and my 'experience kit' which comes complete with an ipod shuffle downloaded with only my favorite workout tracks, and a yoga mat. namaste. Unable to resist the urge to inspect the bathroom, I find that not only is there a marble tiled invisible glass shower, but a jacuzzi, lined with candles of vanilla, deep enough to bathe a walrus. Feeling girlish, I run the water and test before going to dinner. The Hotel's restraunt C-house offers the most delicious seafood menu that makes you think you're dining with the kings of paradise. or at least eating in the Caribbean itself. hmm, I should have brought a date.
",first walk into beautifully decorated lobby affinia chicago hotel where m greeted name concierge tell they have taken liberty customizing room profile when booked stay show room paying careful attention bag ensuring needn t lift finger sure enough down pillow had selcted dream pillow menu sit proudly atop queen domain which way covered softest bedspread making wonder if they didn t literally drag cloud here fit bed notice there s display champagne cupcake atop dresser experience kit which come complete ipod shuffle downloaded only favorite workout track yoga mat namaste unable resist urge inspect bathroom find not only there marble tiled invisible glass shower but jacuzzi lined candle vanilla deep enough bathe walru feeling girlish run water test before going dinner hotel s restraunt c house offer most deliciou seafood menu make think re dining king paradise least eating caribbean itself hmm should have brought date,1,affinia,positive,MTurk
"My husband and I recently stayed at your Hard Rock Hotel in Chicago, and what a fantastic experience it was. We stayed in one of the 'Extreme Suites' and let me tell you it was beautiful. The furniture and paintings were amazing and the view was to die for. The staff treated us really well and met all of our needs and then some. I especially loved the spa. We stayed for a week but I could have stayed a lot longer. It was very comfortable and welcoming. We will make sure to recommend your hotel to our friends and will be back the next time we are in Chicago. Thanks so much!
",husband recently stayed your hard rock hotel chicago what fantastic experience stayed one extreme suite let tell beautiful furniture painting amazing view die staff treated us really well met all our need then some especially loved spa stayed week but could have stayed lot longer very comfortable welcoming will make sure recommend your hotel our friend will back next time chicago thank so much,1,hardrock,positive,MTurk
"My husband and I arrived for a 3 night stay for our 10th wedding anniversary. We had booked an Executive Guest room, upon arrival we were informed that they would be upgrading us to a beautiful Junior Suite. This was just a wonderful unexpected plus to our beautifully planned weekend. The front desk manager was professional and made us feel warmly welcomed. The Chicago Affinia was just a gorgeous hotel, friendly staff, lovely food and great atmosphere. Not the mention the feather pillows and bedding that was just fantastic. Also we were allowed to bring out beloved Shi-Tzu and he experienced the Jet Set Pets stay. The grooming was perfect, the daycare service we felt completely comfortable with. This was a beautiful weekend, thank you Affinia Hotels! We would visit this hotel again! 
",husband arrived night stay our wedding anniversary had booked executive guest room upon arrival informed they would upgrading us beautiful junior suite just wonderful unexpected plu our beautifully planned weekend front desk manager professional made us feel warmly welcomed chicago affinia just gorgeou hotel friendly staff lovely food great atmosphere not mention feather pillow bedding just fantastic also allowed bring out beloved shi tzu experienced jet set pet stay grooming perfect daycare service felt completely comfortable beautiful weekend thank affinia hotel would visit hotel again,1,affinia,positive,MTurk
"The Ambassador East Hotel is a business that certainly strives to keep its customers satisfied. Upon my entrance at the Ambassador East, I was greeted warmly. The staff was incredibly pleasant, and the accommodations were top-knotch. The food served at the award-winning 'Pump Room' was to die for, and the service was fast but friendly. 
",ambassador east hotel business certainly strive keep customer satisfied upon entrance ambassador east greeted warmly staff incredibly pleasant accommodation top knotch food served award winning pump room die service fast but friendly,1,ambassador,positive,MTurk
"The Ambassador East Hotel in Chicago is a fantastic up-scale hotel to stay in while visiting the Windy City. My fiancee and I enjoyed one of the king rooms on our recent stay. The staff was exceptionally friendly and helpful - some of the best I've ever dealt with when traveling, and valet parking is always a perk! The rooms were very nice and had all the amenities you would want when at a high-end hotel. The bed was extremely comfortable! There was cable TV, of course, and HBO was included, so there was always something to watch. Wireless internet signal was excellent and I had no trouble getting online. We had dinner in the hotel restaurant twice during our stay, and the food was fantastic! Great atmosphere as well - we usually only do the hotel restaurant one night on a stay, but this one was worth going back to! Overall, it was an incredible stay, and we hope to stay at the Ambassador East again next time we're in Chicago! 
",ambassador east hotel chicago fantastic up scale hotel stay while visiting windy city fiancee enjoyed one king room our recent stay staff exceptionally friendly helpful some best ve ever dealt when traveling valet parking alway perk room very nice had all amenity would want when high end hotel bed extremely comfortable there cable tv course hbo included so there alway something watch wireless internet signal excellent had no trouble getting online had dinner hotel restaurant twice during our stay food fantastic great atmosphere well usually only do hotel restaurant one night stay but one worth going back overall incredible stay hope stay ambassador east again next time re chicago,1,ambassador,positive,MTurk
"the experince at the hard rock hotel in chicago was fantastic,i will rate them a 6 out of 5. they have wonderful service and great staff and the view is just wonderful.
",experince hard rock hotel chicago fantastic will rate them out they have wonderful service great staff view just wonderful,1,hardrock,positive,MTurk
"My husband and I came to the Ambassador East Hotel for my sister's wedding. The hotel had been very helpful and professional in helping us coordinate a wedding with over 200 guests. When we arrived we were impressed by how organized they were, helping us check and get our guests situated. They were even nice enough to let us leave guest gift bags in each of our guest's rooms. Our rooms were clean and beautifully appointed, with a view of the city. We held the rehearsal dinner/groomsman party in the pump room which has a gorgeous bar complete with celebrity photos on the wall. After my sister was married in a church downtown, we held the reception in the large banquet hall. Again the hotel was great about shuttling all of our guests and helping us arrange dinner, the DJ and all of the wedding's decorations. We had a great time. Ambassador East Hotel is highly recommended!
",husband came ambassador east hotel sister s wedding hotel had been very helpful professional helping us coordinate wedding over guest when arrived impressed how organized they helping us check get our guest situated they even nice enough let us leave guest gift bag each our guest s room our room clean beautifully appointed view city held rehearsal dinner groomsman party pump room which gorgeou bar complete celebrity photo wall after sister married church downtown held reception large banquet hall again hotel great about shuttling all our guest helping us arrange dinner dj all wedding s decoration had great time ambassador east hotel highly recommended,1,ambassador,positive,MTurk
"This was really an unexpected experience for me as far as hotel accommodations go. For this week's vacation in Chicago, I heard several recommendations regarding lodging, but the James Chicago was mentioned most emphatically. I expected an experience of comfort, luxury and customer satisfaction, but I was pleasantly surprised by the level of innovation and forward-thinking employed by every aspect of this hotel. The design is breathtaking -- modern, clean, stylish, sexy -- and its reflected everywhere from the lobby, shops and restaurants, to the stunning guest rooms themselves. My family and I felt energized by the smartly sleek environment we were in, and were impressed at every turn by the sophisticated take on hotel decor. Far from a traditional hotel experience, this was like moving into chic, exclusive downtown apartment, and truly an upscale adventure in modern luxury living. Impressive, too, was the hotel's overall approach to its guests and its use of the world's resources. From its offer of in-room recycling to the available bicycles for guest usage, the James offers a unique perspective on its place in the world, and gently helps its guests assist in maintaining that balance with ease and elegance. It's a respect that shows through, too, in other areas: support for artistic organizations, charities and other programs of merit, as well as Chicago-centric packages compiled for guests so they can make the best of their stay, whether for a weekend, a week, or longer. The James Chicago will definitely be our choice for accommodations whenever we revisit Chicago. In fact, we may visit again solely to stay at the James! 
",really unexpected experience far hotel accommodation go week s vacation chicago heard several recommendation regarding lodging but jame chicago mentioned most emphatically expected experience comfort luxury customer satisfaction but pleasantly surprised level innovation forward thinking employed every aspect hotel design breathtaking modern clean stylish sexy reflected everywhere lobby shop restaurant stunning guest room themselve family felt energized smartly sleek environment impressed every turn sophisticated take hotel decor far traditional hotel experience like moving into chic exclusive downtown apartment truly upscale adventure modern luxury living impressive too hotel s overall approach guest use world s resource offer room recycling available bicycle guest usage jame offer unique perspective place world gently help guest assist maintaining balance ease elegance s respect show through too other area support artistic organization charity other program merit well chicago centric package compiled guest so they can make best their stay whether weekend week longer jame chicago will definitely our choice accommodation whenever revisit chicago fact may visit again solely stay jame,1,james,positive,MTurk
